Geneid	CeACtrl	CeAMor	dStrCtrl	dStrMor	NAcCtrl	NAcMor
LOC105244208	3	3	8	0	3	6
Gm34401	0	0	0	0	0	0
Gm39857	3	0	5	2	1	0
Gm32927	0	0	0	0	0	0
Gm39856	0	0	0	0	0	0
9430019J16Rik	0	0	0	0	0	0
LOC108168771	0	0	0	0	0	0
Gm39854	0	0	0	0	0	0
Gm39853	0	0	0	0	0	0
Gm39858	0	0	0	0	0	0
Gm39859	3	4	1	12	18	2
Hnrnpa3	721	562	435	411	573	403
Nfe2l2	26	13	26	22	23	31
E030042O20Rik	0	0	0	0	0	0
LOC108168772	0	0	0	0	0	0
Gm34657	0	0	0	0	0	0
Gm13657	0	0	0	0	0	0
Gm34861	0	0	0	0	0	0
Agps	128	163	179	173	197	155
Ttc30b	78	47	32	30	43	60
Ttc30a2	2	0	5	0	0	0
Ttc30a1	22	17	25	1	19	11
Pde11a	73	76	5	7	30	54
Cyct	0	0	0	0	0	0
Rbm45	56	55	87	51	79	46
Osbpl6	182	217	259	246	257	218
Prkra	25	17	5	13	38	16
Dfnb59	0	0	0	0	0	0
Fkbp7	5	1	8	7	1	5
Plekha3	143	143	105	95	103	113
Gm39860	26	52	34	42	24	43
Ttn	65	46	116	65	109	54
Ccdc141	2	52	13	13	13	2
Gm39862	0	2	4	0	3	4
Gm39861	0	0	0	0	3	0
Sestd1	246	192	171	133	257	200
Gm35266	27	25	52	27	53	11
Gm35317	0	0	0	0	0	0
Zfp385b	123	87	399	297	138	144
Gm13944	16	8	38	18	4	14
Gm35431	2	12	154	207	48	35
Cwc22	86	67	129	110	119	76
4930440I19Rik	0	0	0	0	0	0
Gm14461	0	0	0	0	0	0
Gm39864	0	0	0	0	0	0
LOC108168773	0	0	0	0	0	0
Gm39865	0	0	0	0	0	0
Ube2e3	173	129	180	143	157	136
Gm35748	0	0	0	0	1	0
Gm39866	5	0	0	0	0	2
Gm35813	0	0	0	0	0	0
Itga4	51	51	33	14	21	2
Cerkl	0	0	0	0	0	0
Neurod1	1	0	0	1	0	1
Gm39867	0	0	0	0	0	0
LOC108168774	11	1	6	1	7	4
Ssfa2	52	49	50	52	79	51
Ppp1r1c	3	1	0	0	0	0
Pde1a	1111	924	217	120	850	706
Gm36153	0	0	0	0	0	0
Prdx6b	0	0	0	0	1	4
Dnajc10	426	354	332	239	417	326
Gm13752	0	0	0	0	0	0
Frzb	4	7	0	0	3	5
Nckap1	2106	1873	2213	1827	1904	1704
Dusp19	30	38	38	44	38	42
Mir684-1	0	3	16	5	12	9
Nup35	42	33	55	56	35	24
Gm36282	0	0	0	0	1	0
Zfp804a	218	159	178	208	162	156
A130030D18Rik	0	0	2	0	0	0
Fsip2	0	0	1	0	0	0
Zc3h15	360	299	270	211	327	264
Itgav	436	323	462	290	536	324
Fam171b	1488	1207	1030	781	1209	1085
Zswim2	0	1	0	0	0	1
Calcrl	195	38	8	10	48	9
Tfpi	5	3	0	3	0	0
Gm13710	0	1	0	0	0	0
Ctnnd1	170	171	171	208	161	134
Btbd18	1	3	0	0	6	0
2700094K13Rik	17	15	4	3	8	13
Tmx2	254	265	235	205	338	294
Med19	118	97	63	30	72	74
Zdhhc5	147	154	141	106	157	126
Gm32289	12	1	2	4	2	4
Clp1	21	20	19	29	16	17
Ypel4	36	56	55	44	94	85
Mir130a	0	0	2	0	4	0
Gm19426	6	1	0	4	0	1
Serping1	0	0	2	0	1	0
Gm36596	0	0	0	0	0	0
Ube2l6	0	0	1	2	0	1
Smtnl1	0	4	0	0	3	0
Timm10	24	19	20	15	9	30
Slc43a1	0	0	0	1	0	0
Rtn4rl2	1	0	0	2	0	0
Slc43a3	0	0	0	1	0	0
Prg2	0	0	0	0	0	0
Gm39868	0	0	0	0	0	0
Prg3	0	0	0	0	0	0
P2rx3	1	1	0	0	6	2
Ssrp1	117	133	82	92	134	94
Tnks1bp1	59	61	37	32	47	40
4930443O20Rik	0	7	6	3	3	0
Aplnr	0	0	0	0	0	0
Lrrc55	138	94	105	82	168	88
Gm13715	0	0	0	1	0	0
Olfr987	0	0	0	0	0	0
Olfr988	0	0	0	0	0	0
Olfr992	0	0	0	0	0	0
Olfr993	0	0	0	0	0	0
Olfr994	0	0	0	0	0	0
Olfr995	0	0	0	0	0	0
4833423E24Rik	0	1	0	0	0	0
Olfr996	0	0	0	0	0	0
Olfr998	0	0	0	0	0	0
Olfr1000	0	0	0	0	0	0
Olfr1002	0	0	0	0	0	0
Olfr154	0	0	0	0	0	0
Olfr1006	0	0	0	0	0	0
Olfr1008	0	0	0	0	0	0
Olfr1009	0	0	0	0	0	0
Olfr1010	0	0	0	0	0	0
Olfr1012	0	0	0	0	0	0
Olfr1013	0	0	0	0	0	0
Olfr1014	0	0	0	0	0	0
Olfr1015	0	0	0	0	0	0
Olfr1016	0	0	0	0	0	0
Olfr1018	0	0	0	0	0	0
Olfr1019	0	0	0	0	0	0
Olfr1020	0	0	0	0	0	0
Olfr1022	0	0	0	0	0	0
Olfr1023	0	0	0	0	0	0
Olfr1024	0	0	0	0	0	0
Olfr1026	0	0	0	0	0	0
Olfr1028	0	0	0	0	0	0
Olfr1029	0	0	0	0	0	0
Olfr1030	0	0	0	0	0	0
Olfr1031	0	0	0	0	0	0
Olfr1032	0	0	0	0	0	0
Olfr1033	0	0	0	0	0	0
Olfr1034	0	0	0	0	0	0
Olfr1036	0	0	0	0	0	0
Olfr1037	0	0	0	0	0	0
Olfr1038-ps	0	0	0	0	0	0
Olfr1039	0	0	0	0	0	0
Olfr1040	0	0	0	0	0	0
Olfr1042	0	0	0	0	0	0
Olfr1043	0	0	0	0	0	0
Olfr1044	0	0	0	0	0	0
Olfr52	0	0	0	0	0	0
Olfr1045	0	0	0	0	0	0
Olfr1046	0	0	0	0	0	0
Olfr1047	0	0	0	0	0	0
Olfr1048	0	0	0	0	0	0
Olfr1049	0	0	0	0	0	0
Olfr1051	0	0	0	0	0	0
Olfr1052	0	0	0	0	0	0
Olfr1053	0	0	0	0	0	0
Olfr1054	0	0	0	0	0	0
Olfr1055	0	0	0	0	0	0
Olfr1056	0	0	0	0	0	0
Olfr1057	0	0	0	0	0	0
Olfr1058	0	0	0	0	0	0
Olfr1061	0	0	0	0	0	0
Olfr1062	0	0	0	0	0	0
Olfr1065	0	0	0	0	0	0
Olfr1066	0	0	0	0	0	0
Olfr228	0	0	0	0	0	0
Olfr1076	0	0	0	0	0	0
Olfr1077-ps1	0	0	0	0	0	0
Olfr1079	0	0	0	0	0	0
Olfr1080	0	0	0	0	0	0
Olfr1082	0	0	0	0	0	0
Olfr1084	0	0	0	0	0	0
Olfr1085	0	0	0	0	0	0
Olfr1086	0	0	0	0	0	0
Olfr1087	0	0	0	0	0	0
Olfr1089	0	0	0	0	0	0
Olfr1090	0	0	0	0	0	0
Olfr1093	0	0	0	0	0	0
Olfr141	0	0	0	0	0	0
Olfr1094	0	0	0	0	0	0
Olfr1095	0	0	0	0	0	0
Olfr1097	0	0	0	0	0	0
Olfr1098	0	0	0	0	0	0
Olfr1099	0	0	0	0	0	0
Olfr1100	0	0	0	0	0	0
Olfr1101	0	0	0	0	0	0
Olfr1102	0	0	0	0	0	0
Olfr1104	0	0	0	0	0	0
Olfr1105	0	0	0	0	0	0
Olfr1106	0	0	0	0	0	0
Olfr1107	0	0	0	0	0	0
Olfr1109	0	0	0	0	0	0
Olfr259	0	0	0	0	0	0
Olfr1110	0	0	0	0	0	0
Olfr1111	0	0	0	0	0	0
Olfr1112	0	0	0	0	0	0
Olfr1113	0	0	0	0	0	0
Olfr1115	0	0	0	0	0	0
Olfr1116	0	0	0	0	0	0
Olfr1118	0	0	0	0	0	0
Olfr1120	0	0	0	0	0	0
Olfr1121	0	0	0	0	0	0
Olfr1122	0	0	0	0	0	0
Olfr1123	0	0	0	0	0	0
Olfr1124	0	0	0	0	0	0
Olfr1126	0	0	0	0	0	0
Pramel7	0	0	0	0	0	0
Pramel6	0	0	0	0	0	0
Olfr153	0	0	0	0	0	0
Olfr1128	0	0	0	0	0	0
Olfr1129	0	0	0	0	0	0
Olfr1130	0	0	0	0	0	0
Olfr1131	0	0	0	0	0	0
Olfr1132	0	0	0	0	0	0
Olfr1133	0	0	0	0	0	0
Olfr1134	0	0	0	0	0	0
Olfr1135	0	0	0	0	0	0
Olfr1136	0	0	5	0	0	0
Olfr1137	0	0	0	0	0	0
Olfr1138	0	0	0	0	0	0
Olfr1140	0	0	0	0	0	0
Olfr1141	0	0	0	0	0	0
Olfr152	0	0	0	0	0	0
Olfr1143	0	0	0	0	0	0
Olfr1145	0	0	0	0	0	0
Olfr1148	0	0	0	0	0	0
Olfr1151	0	0	0	0	0	0
Olfr1152	0	0	0	0	0	0
Olfr1153	0	0	0	0	0	0
Olfr1154	0	0	0	0	0	0
Olfr1155	0	0	0	0	0	0
Olfr1156	0	0	0	0	0	0
Olfr1157	0	0	0	0	0	0
Olfr74	0	0	0	0	0	0
Olfr1158	0	0	0	0	0	0
Olfr1160	0	0	0	0	0	0
Olfr1161	0	0	0	0	0	0
Olfr73	0	0	0	0	0	0
Olfr1162	0	0	0	0	0	0
Olfr1163	0	0	0	0	0	0
Olfr1164	0	0	0	0	0	0
Olfr1166	0	0	0	0	0	0
Olfr1167	0	0	0	0	0	0
Olfr1168	0	0	0	0	0	0
Olfr1170	0	0	0	0	0	0
Olfr1173	0	0	0	0	0	0
Olfr1174-ps	0	0	0	0	0	0
Olfr1175-ps	0	0	0	0	0	0
Olfr1176	0	0	0	0	0	0
Olfr1178	0	0	0	0	0	0
Olfr1179	0	0	0	0	0	0
Olfr1180	0	0	0	0	0	0
Olfr1181	0	0	0	0	0	0
Olfr1182	0	0	0	0	0	0
Olfr1183	0	0	0	0	0	0
Olfr1184	0	0	0	0	0	0
Olfr1186	0	0	0	0	0	0
Olfr1188	0	0	0	0	0	0
Olfr1189	0	0	0	0	0	0
Olfr1193	0	0	0	0	0	0
Olfr1195	0	0	0	0	0	0
Olfr1196	0	0	0	0	0	0
Olfr1197	0	0	0	0	0	0
Olfr1198	0	0	0	0	0	0
Olfr1199	0	0	0	0	0	0
Olfr1200	0	0	0	0	0	0
Olfr1201	0	0	0	0	0	0
Olfr1202	0	0	0	0	0	0
Olfr1205	0	0	0	0	0	0
Olfr1204	0	0	0	0	0	0
Olfr1206	0	0	0	0	0	0
Olfr1208	0	0	0	0	0	0
Olfr1209	0	0	0	0	0	0
Olfr1211	0	0	0	0	0	0
Olfr1212	0	0	0	0	0	0
Olfr1213	0	0	0	0	0	0
Olfr1214	0	0	0	0	0	0
Olfr1215	0	0	0	0	0	0
Olfr1216	0	0	0	0	0	0
Olfr1217	0	0	0	0	0	0
Olfr1218	0	0	0	0	0	0
Olfr1219	0	0	0	0	0	0
Olfr1220	0	0	0	0	0	0
Olfr1221	0	0	0	0	0	0
Olfr1222	0	0	0	0	0	0
Olfr1223	0	0	0	0	0	0
Olfr1225	0	0	0	0	0	0
Olfr1226	0	0	0	0	0	0
Olfr1228	0	0	0	0	0	0
Olfr1229	0	0	0	0	0	0
Gm30168	0	0	0	0	0	0
Olfr1230	0	0	0	0	0	0
Olfr1231	0	0	0	0	0	0
Olfr1232	0	0	0	0	0	0
Olfr1233	0	0	0	0	0	0
Olfr1234	0	0	0	0	0	0
Olfr1238	0	0	0	0	0	0
Olfr1239	0	0	0	0	0	0
Olfr1240	0	0	0	0	0	0
Olfr1241	0	0	0	0	0	0
Olfr1242	0	0	0	0	0	0
Olfr1243	0	0	0	0	0	0
Olfr1245	0	0	0	0	0	0
Olfr1246	0	0	0	0	0	0
Olfr1247	0	0	0	0	0	0
Olfr1248	0	0	0	0	0	0
Olfr1249	0	0	0	0	0	0
Olfr1250	0	0	0	0	0	0
Olfr1251	0	0	0	0	0	0
Olfr1252	0	0	0	0	0	0
Olfr1253	0	0	0	0	0	0
Olfr1254	0	0	0	0	0	0
Olfr1255	0	0	0	0	0	0
Olfr1256	0	0	0	0	0	0
Olfr48	0	0	0	0	0	0
Olfr1257	0	0	0	0	0	0
Olfr1258	0	0	0	0	0	0
Olfr1259	0	0	0	0	0	0
Olfr1260	0	0	0	0	0	0
Olfr1261	0	0	0	0	0	0
Olfr1262	0	0	0	0	0	0
Olfr1263	0	0	0	0	0	0
Olfr1264	0	0	0	0	0	0
Olfr1265	0	0	0	0	0	0
Olfr140	0	0	0	0	0	0
Olfr1269	0	0	0	0	0	0
Olfr32	0	0	0	0	0	0
Olfr1270	0	0	0	0	0	0
Gm38718	0	0	0	0	0	0
Olfr1506	0	0	0	0	0	0
Olfr142	0	0	0	0	0	0
Olfr1271	0	0	0	0	0	0
Olfr1272	0	0	0	0	0	0
Olfr1273-ps	0	0	0	0	0	0
Gm13769	0	0	0	0	0	0
Gm39869	0	0	0	0	0	0
Olfr1274-ps	0	0	0	0	0	0
Ptprj	549	548	331	267	387	339
4933423P22Rik	11	10	33	28	5	17
LOC108168775	0	0	0	0	1	0
Gm39870	0	0	0	0	0	0
Gm39871	0	0	0	0	0	0
Nup160	87	89	124	88	113	137
Gm39872	1	6	3	6	6	2
Fnbp4	155	121	229	153	196	144
Agbl2	1	5	15	11	31	9
Mtch2	136	111	175	96	130	121
C1qtnf4	151	162	189	195	181	224
Gm32514	3	8	10	5	20	4
Ndufs3	68	57	132	67	86	79
Kbtbd4	49	63	35	62	56	43
Ptpmt1	18	45	17	23	24	28
Celf1	635	589	871	734	844	571
Rapsn	0	0	2	3	1	0
LOC102632821	0	2	1	2	0	2
Psmc3	154	140	120	84	101	99
Slc39a13	17	61	50	28	39	45
Gm39875	0	0	0	5	3	0
Gm39874	0	2	0	1	0	1
Spi1	2	1	0	0	2	0
Mybpc3	0	0	5	0	0	3
Madd	320	244	268	264	239	294
Nr1h3	3	1	0	1	2	0
Acp2	215	116	108	83	132	126
Ddb2	4	12	6	17	24	2
A330069E16Rik	3	4	4	6	17	7
Gm31054	0	0	0	0	0	1
Pacsin3	8	8	12	1	6	5
Arfgap2	58	30	44	48	85	55
1110051M20Rik	144	121	74	105	85	95
Lrp4	19	6	28	36	18	0
Ckap5	720	628	618	455	718	639
Snord67	19	19	5	2	14	9
F2	0	0	1	0	4	1
Zfp408	32	17	29	27	40	18
Arhgap1	162	132	72	52	114	114
Atg13	119	119	127	114	136	146
Harbi1	19	11	6	6	9	21
Ambra1	170	161	201	154	177	149
Chrm4	124	111	291	158	175	167
Mdk	11	0	17	14	12	22
Gm39876	0	0	0	2	0	0
Dgkz	81	122	131	123	186	153
Mir6999	0	0	1	0	0	0
Creb3l1	0	3	0	1	3	2
Gm31473	0	0	3	0	3	0
Gm39877	0	0	0	0	0	0
Phf21a	160	197	295	265	224	144
Mir1955	0	3	0	5	3	0
Gm39878	11	11	23	14	13	25
Gyltl1b	0	3	4	0	0	0
Pex16	12	16	9	6	9	7
1700029I15Rik	0	0	3	3	3	0
Mapk8ip1	211	186	257	264	194	210
Mir7000	3	1	0	0	0	0
Cry2	197	119	186	135	151	122
D930015M05Rik	1	8	22	10	17	17
Slc35c1	38	37	20	26	35	10
Gm13817	2	3	1	0	3	2
Mir7221	0	0	0	0	0	0
Mir7222	0	0	0	0	0	0
Chst1	356	275	350	205	271	283
Gm13816	0	0	0	0	0	0
Gm39880	0	0	0	0	2	0
Gm32413	0	0	0	0	1	0
Gm13791	0	8	0	0	0	0
Syt13	236	237	62	60	196	177
Prdm11	14	10	1	9	3	7
LOC108168776	10	1	2	0	2	0
4631405J19Rik	5	1	0	3	1	4
Gm32627	0	0	0	0	0	0
LOC105244237	0	0	0	0	0	0
Gm32683	0	1	0	0	0	0
Trp53i11	171	103	34	14	64	84
Tspan18	3	13	3	0	5	10
Gm32824	5	0	0	0	2	0
Gm39882	0	0	0	0	0	0
Gm39881	3	0	0	0	0	0
Gm32745	0	0	0	0	0	0
Gm13807	0	0	0	0	0	0
Cd82	1	0	3	1	0	1
Mir7001	0	0	0	0	0	0
Gm10804	0	0	0	0	0	0
Gm33010	0	0	0	0	0	0
Gm33061	0	0	0	0	0	0
Alx4	0	0	8	0	2	3
Ext2	132	139	91	70	149	129
Gm39883	40	11	43	19	37	23
Accs	10	12	10	4	6	13
Accsl	0	1	0	1	0	0
Gm39884	0	0	0	3	5	0
Gm33160	0	0	7	1	1	0
Gm13889	83	57	25	17	23	34
Alkbh3os1	1	7	4	6	6	6
Alkbh3	47	37	60	51	57	31
LOC108168777	4	11	18	20	27	20
Hsd17b12	138	172	157	71	151	97
Gm39885	6	2	1	0	1	11
Mir670hg	37	18	26	42	63	63
Mir129-2	0	1	0	0	1	4
Mir129b	0	0	0	0	0	0
Mir670	0	0	2	1	0	0
Ttc17	174	139	189	189	267	161
2810002D19Rik	25	13	16	13	7	12
Api5	358	290	267	221	348	230
Gm33540	0	0	0	0	0	0
LOC102636406	0	0	0	0	0	0
LOC108168778	0	0	0	0	0	0
Gm13794	0	0	0	0	0	0
Gm13799	0	0	0	0	0	0
Lrrc4c	846	634	802	739	936	675
Gm33780	0	0	0	0	0	0
Gm39886	0	0	0	0	0	0
Gm39887	9	16	12	7	4	13
B230118H07Rik	46	21	37	19	41	21
Rag2	11	1	1	11	9	0
Rag1	0	0	0	0	0	0
Gm34041	0	1	0	0	0	0
Traf6	53	45	80	78	54	64
Prr5l	0	2	3	0	6	1
Commd9	71	17	35	8	22	23
Ldlrad3	7	9	15	8	17	10
Gm39888	3	12	3	9	3	5
LOC102643083	4	11	2	0	3	1
Gm34268	3	1	2	1	0	0
Trim44	910	611	592	539	623	554
Gm39890	0	0	1	0	0	0
Fjx1	32	20	24	36	29	14
Pamr1	0	4	5	5	7	8
Slc1a2	2168	2009	4053	3598	2944	2229
LOC102637542	9	4	0	0	2	2
Cd44	17	51	0	1	9	15
Gm34483	0	0	0	0	0	0
Pdhx	91	91	84	46	103	66
Apip	26	30	29	18	23	18
Gm13869	0	0	0	0	0	0
Ehf	0	0	0	0	0	0
A930006I01Rik	0	0	0	0	0	0
BC016548	0	0	0	0	0	0
Elf5	0	0	2	0	1	0
Cat	65	48	22	36	36	28
Abtb2	8	8	26	5	9	4
LOC105244251	0	0	15	6	6	7
Nat10	76	85	89	88	91	59
Caprin1	1025	743	953	751	878	683
Gm39894	0	0	0	0	1	0
4930547E08Rik	5	0	0	6	0	0
Gm34948	0	0	0	0	0	0
Gm39895	0	0	0	0	0	0
Lincred1	0	0	0	0	0	0
Gm39896	0	0	0	0	0	0
Lmo2	7	5	74	38	19	8
Gm38515	5	6	11	16	7	1
4931422A03Rik	0	1	0	0	0	0
Fbxo3	244	257	319	228	330	223
Cd59b	7	13	4	21	0	11
Cd59a	3	0	7	22	2	9
A930018P22Rik	0	0	0	5	0	0
D430041D05Rik	616	532	709	639	492	455
Gm35606	0	0	0	5	1	0
Hipk3	640	504	523	487	550	516
Mir1902	0	0	0	0	0	0
Gm13884	0	0	0	0	0	0
Platr14	0	0	0	0	0	0
Cstf3	234	198	207	182	208	197
Gm39897	72	92	147	159	116	91
Tcp11l1	69	91	55	67	118	75
Gm6306	9	2	2	14	5	8
Pin1rt1	3	3	0	0	2	1
Depdc7	1	0	0	0	0	1
Qser1	122	143	200	142	201	146
Gm39898	0	0	0	0	0	1
Prrg4	2	9	1	1	10	3
Ccdc73	23	37	67	38	75	45
Eif3m	237	138	162	137	188	157
Gm38521	2	5	0	0	0	0
Wt1os	0	0	0	0	0	0
Wt1	0	0	0	0	0	0
Them7	0	0	0	0	0	0
Rcn1	213	161	93	78	114	71
Gm39900	0	0	0	0	1	0
LOC105244259	0	0	2	0	0	0
Pax6os1	0	0	0	0	0	0
Gm35946	0	0	0	0	0	0
Paupar	0	0	0	0	0	0
Pax6	96	67	13	12	9	17
Elp4	158	117	60	72	105	39
Immp1l	48	38	27	54	68	43
Dnajc24	78	34	44	27	34	24
Dcdc5	16	10	0	2	8	1
LOC108168781	0	0	0	0	0	0
Gm36036	2	1	0	0	0	0
Gm14015	0	0	0	0	0	0
Gm36544	0	0	0	0	0	0
BB218582	10	5	6	14	8	3
Mpped2	130	130	243	258	238	182
Gm29885	0	13	46	37	29	32
C130023O10Rik	16	33	195	170	98	96
Gm39902	0	0	0	0	0	0
Arl14ep	180	145	125	171	130	108
Fshb	0	0	0	0	0	0
Kcna4	490	444	1197	1014	848	610
Gm39903	0	0	2	3	1	0
Gm39904	0	0	1	0	0	0
Gm13912	0	0	0	0	0	2
Gm39905	0	0	0	0	0	0
Mettl15	15	14	19	10	12	13
Kif18a	6	11	8	5	7	0
Bdnf	7	15	1	2	0	7
Gm39907	1	0	0	0	0	0
Lin7c	498	447	319	241	492	411
Platr8	2	3	3	5	6	2
Lgr4	152	136	104	93	91	142
Ccdc34	73	50	51	37	91	46
Ccdc34os	0	12	4	13	19	7
Gm30258	1	4	7	0	3	9
Bbox1	0	0	0	0	0	2
Gm30319	0	0	0	0	5	0
Fibin	4	9	5	4	9	13
Slc5a12	27	18	26	28	11	12
Ano3	1015	865	2040	1536	1137	823
Muc15	5	19	113	70	47	30
Gm13941	0	0	0	0	0	0
4930430A15Rik	0	0	0	0	0	0
Olfr1275	0	0	0	0	0	0
Olfr1276	0	0	0	0	0	0
Olfr1277	0	0	0	0	0	0
Olfr1278	0	0	0	0	0	0
Olfr1279	0	0	0	0	0	0
Olfr1280	0	0	0	0	0	0
Olfr1281	0	0	0	0	0	0
Olfr1282	0	0	0	0	0	0
Olfr1283	0	0	0	0	0	0
Olfr1284	0	0	0	0	0	0
Olfr1285	0	0	0	0	0	0
Olfr1286	0	0	0	0	0	0
Olfr1287	0	0	0	0	0	0
Olfr1288	0	0	0	0	0	0
Olfr1289	0	0	0	0	0	0
Olfr1290	0	0	0	0	0	0
Olfr1294	0	0	0	0	0	0
Olfr1295	0	0	0	0	0	0
Olfr1297	0	0	0	0	0	0
Olfr1298	0	0	0	0	0	0
Olfr1299	0	0	0	0	0	0
Olfr1300-ps1	0	0	0	0	0	0
Olfr1301	0	0	0	0	0	0
Olfr1302	0	0	0	0	0	0
Olfr1303	0	0	0	0	0	0
Olfr1305	0	0	0	0	0	0
Olfr1306	0	0	0	0	0	0
Olfr1307	0	0	0	0	0	0
Olfr1308	0	0	0	0	0	0
Olfr1309	0	0	0	0	0	0
Olfr1310	0	0	0	0	0	0
Olfr1311	0	0	0	0	0	0
Olfr1312	0	0	0	0	0	0
Olfr1313	0	0	0	0	0	0
Olfr1314	0	0	0	0	0	0
Olfr1316	0	0	0	0	0	0
Olfr1317	0	0	0	0	0	0
Olfr1318	0	0	0	0	0	0
Lpcat4	68	67	152	98	92	59
Nutm1	0	0	0	0	2	1
Nop10	39	33	34	15	37	20
Slc12a6	379	248	298	263	379	285
Gm39908	9	0	0	7	5	1
Emc4	41	61	57	32	71	47
LOC108168782	0	4	0	0	0	0
Katnbl1	101	37	86	78	70	79
Emc7	181	173	154	124	183	168
Chrm5	73	44	16	11	28	20
Aven	5	2	15	7	13	6
Ryr3	328	375	1398	1299	688	590
Tmco5b	0	0	14	1	0	0
Fmn1	53	32	54	17	21	34
4930533B01Rik	3	0	0	1	0	0
Grem1	0	2	4	1	4	3
LOC108168783	11	7	23	37	25	23
Scg5	302	264	244	182	335	283
Arhgap11a	12	2	8	0	16	6
Gm30985	0	1	0	0	0	0
Gm21596	0	1	0	0	0	0
Gm39909	0	0	2	0	0	0
Gjd2	9	13	6	6	25	11
A530058N18Rik	0	1	10	3	9	1
Actc1	0	0	0	0	0	1
C130080G10Rik	0	0	0	0	0	1
LOC108168784	0	0	0	0	0	2
Aqr	235	169	210	219	236	172
Mir7002	0	0	0	3	0	0
Zfp770	182	198	162	136	184	170
Gm31146	0	0	0	4	4	0
Dph6	101	97	60	55	109	63
Gm13974	2	1	25	14	2	6
4930528P14Rik	0	3	0	0	0	0
Gm31351	3	0	0	0	1	0
Gm31413	5	0	0	0	0	0
Gm39910	0	0	0	0	0	0
3110099E03Rik	0	0	1	1	0	0
Gm39911	0	0	0	0	0	0
LOC102633794	0	0	3	0	0	0
BC052040	43	66	59	58	51	62
Mir1951	0	0	0	0	0	0
Gm31474	51	49	47	64	27	37
Gm31590	0	0	0	0	0	0
Meis2	1283	1075	1240	1023	1286	1117
LOC108168785	211	204	240	215	330	198
2810405F15Rik	15	25	28	9	25	5
Gm13990	0	0	0	0	0	0
Tmco5	13	5	10	2	9	6
LOC108168786	0	0	1	0	4	1
D330050G23Rik	7	20	4	10	15	1
Gm31906	6	2	4	1	0	0
Gm39912	0	0	0	0	0	0
Spred1	971	706	993	932	1022	629
Mir674	0	3	0	7	0	0
Fam98b	208	100	93	113	153	117
Rasgrp1	1538	1665	2205	1761	1865	1732
Gm32020	0	0	0	0	0	0
Gm13982	0	0	0	0	0	0
Gm32137	0	0	0	0	0	0
Gm32210	0	0	0	0	0	0
Gm13985	0	0	0	0	0	0
4930412B13Rik	0	0	0	0	0	4
Gm13986	10	1	0	0	0	0
Gm32929	0	0	0	0	0	0
Thbs1	30	20	7	0	4	10
Fsip1	7	10	7	0	1	4
Gpr176	18	33	32	10	26	30
1700054M17Rik	0	4	0	0	2	2
Eif2ak4	101	95	152	74	106	95
Srp14	119	119	62	42	84	121
Gm32684	0	0	0	0	0	0
Bmf	0	0	1	3	0	2
Bub1b	8	4	6	0	0	0
Pak6	80	56	43	63	66	65
Ankrd63	382	346	356	295	308	298
Plcb2	7	25	22	15	17	8
Inafm2	103	104	68	115	74	71
A430105I19Rik	6	15	26	9	11	8
Phgr1	0	0	0	0	0	0
Disp2	766	917	317	274	740	758
Gm38629	5	0	0	0	2	0
Knstrn	0	11	3	0	0	7
Gm39913	5	3	0	0	0	0
Ivd	66	113	88	48	83	64
Gm32798	0	11	0	0	1	0
Gm32957	0	2	0	0	0	0
Bahd1	75	57	87	54	70	57
Chst14	0	0	3	3	0	10
Gm39914	0	0	0	0	0	0
Gm14089	0	0	0	0	0	0
Ccdc32	62	66	23	17	35	32
Rpusd2	67	60	53	17	37	29
Casc5	0	2	3	0	1	2
Rad51	0	5	0	1	3	1
Rmdn3	42	49	85	42	91	43
Gchfr	0	0	0	0	0	0
Dnajc17	25	24	24	27	22	8
Gm14137	4	3	45	9	7	10
Zfyve19	45	32	31	26	21	23
Ppp1r14d	2	0	0	0	0	0
Spint1	4	15	48	15	17	23
Rhov	13	11	5	0	9	5
Vps18	117	107	55	70	81	68
Gm14207	0	0	0	0	0	0
Dll4	0	0	0	0	0	0
Chac1	11	3	7	4	4	2
Ino80	202	140	191	187	187	112
Gm33412	2	0	0	0	0	0
Exd1	1	0	5	4	0	5
Chp1	193	206	108	117	200	163
1700020I14Rik	131	121	134	109	144	111
Oip5	5	0	5	7	12	4
Nusap1	11	18	9	14	19	12
Ndufaf1	33	35	18	27	20	16
H3f3c	0	0	0	1	0	0
Rtf1	326	253	185	145	257	261
Itpka	134	105	142	75	70	72
Ltk	18	9	11	8	7	14
Rpap1	42	32	42	34	27	35
Tyro3	299	259	211	194	305	213
Mga	699	692	657	583	710	614
Mapkbp1	121	122	145	129	103	109
Mir7665	0	0	0	0	0	0
Jmjd7	0	0	0	0	0	0
Gm28042	0	0	0	0	0	0
Pla2g4b	1	0	0	0	0	0
Sptbn5	4	1	8	0	1	2
Ehd4	22	15	22	11	21	4
Pla2g4e	5	5	13	7	5	2
Pla2g4d	0	0	0	0	0	0
Pla2g4f	0	0	0	0	0	0
Vps39	194	200	140	150	185	148
Tmem87a	227	158	189	141	139	152
Ganc	8	25	9	18	11	2
4931402G19Rik	0	0	0	0	0	0
Capn3	0	10	5	2	1	2
Zfp106	597	606	624	506	636	487
Snap23	22	45	40	54	67	23
Lrrc57	41	27	38	31	41	20
Haus2	34	65	62	40	52	71
Stard9	11	10	15	6	15	23
LOC108168839	0	0	0	3	0	1
Cdan1	14	31	31	12	45	48
